Numéro de la tâche,Date de création de la tâche,Nom de la personne initiatrice de la tâche,Site de réalisation de la tâche,Nature de la tâche,Description de la tâche,Date de début de la tâche,Durée estimée en heure(s) ou journée(s),Nombre de personnes souhaitées,Service N°1 mandaté pour la réalisation de la tâche,Service N°2 mandaté pour la réalisation de la tâche,Service N°3 mandaté pour la réalisation de la tâche
T_P1431,45400,Jessica Greuse,MRS,Plomberie,robinet chambre 35 au cantou à changer,45400,30,1,Thersa,,
T_P1436,45435,Jessica Greuse,MRS,Parc voitures,Vérifier l'état de la Peugeot Partner ,45435,5min,1,Ouvriers_CPAS,,
T_P1466,45538,Jessica Greuse,MRS,Entretien général,trier les frigos à la réserve pour jetter ou réparer ce qui peuvent l'être.,45538,30 min,1,Ouvriers_CPAS,,
T_P1542,45804,Liora Bruno,MRS,Entretien général,test,45804,,1,Gestionnaire_GTC,,
T_P049,43795,Michel Quinchon,MRS,Menuiserie,porte coulissante SDB ch 208,43795,1,1,Ouvriers_CPAS,Ouvriers_CPAS,
T_P110,43837,Michel Quinchon,MRS,Electricité,Vérification de l'ensemble des tubes TL dans toute la MRS. Remplacement des tubes déffectueux par des tubes LED (moins onéreux) A voir avec Michel Quinchon,43837,,,Thersa,,
T_P209,43895,Michel Quinchon,CPAS,Entretien général,placer 3 boîtes a courrier bureau Corrine ,43895,1h,2,Ouvriers_CPAS,,
T_P307,43991,Michel Quinchon,MRS,Entretien général,Caméra de surveillance extérieur coté PARKING : problème de connexion,43991,,1,Thersa,,
T_P306,43991,Michel Quinchon,MRS,Entretien général,Infiltration d'eau bureau brigadier maintenance par forte pluie,43991,,1,Thersa,,
T_P727,44343,Michel Quinchon,MRS,Electricité,"Remplacement bouton poussoir rouge sous vitre pour alerte et/ou alarme entrée cuisine zone sale,",44343,,1,Thersa,,
T_P778,44382,Michel Quinchon,mrs,Jardin / extérieur,remettre les panneaux de la clôture,44382,,3,Ouvriers_CPAS,,
T_P812,44413,Michel Quinchon,MRS,Sanitaire,plus d'eau au wc,44413,,1,Ouvriers_CPAS,,
T_P838,44426,Michel Quinchon,MRS,Sanitaire,chambre 003 wc bouché,44426,,1,Ouvriers_CPAS,,
T_P845,44432,Michel Quinchon,MRS,Sanitaire,Fuite dans le plafond dans le bureau de Christelle au 1ier étage,44432,,,Ouvriers_CPAS,,
T_P846,44433,Michel Quinchon,MRS,Entretien général,nettoyer les 2 extracteurs de la buanderie,44433,,1,Ouvriers_CPAS,Ouvriers_CPAS,
T_P848,44435,Michel Quinchon,MRS,Electricité,"1ier étage , aile B lampe de secours deffectueuse",44435,,1,Thersa,,
T_P850,44435,Michel Quinchon,MRS,Electricité,"1ier étage cantou, lampe de secours deffectueuse ( devant bureau econome)",44435,,1,Thersa,Thersa,
T_P849,44435,Michel Quinchon,MRS,Electricité,RDC aile B lampe de secours deffectueuse,44435,,1,Thersa,Thersa,
T_P867,44460,Michel Quinchon,MRS,Electricité,"Niveau - 1, problème d'alimentation de la gâche des portes d'accès au couloir des chambres froides et au couloir d'accès à la buanderie: Absence de tension",44460,,1,Televic,,
T_P868,44463,Michel Quinchon,MRS,Entretien général,"Machine à laver Primus N°1 en panne: Déclenchement disjoncteur d'alimentation. Les deux petits fusibles en verre à l'arrière de la machine sont fondus également,",44463,,1,Primus,,
T_P929,44558,Michel Quinchon,MRS,Plomberie,siphon douche ch221 cassé,44558,,,Thersa,,
T_P966,44603,Michel Quinchon,MRS,Plomberie,RDC WC du personnel coté fumoier l'urinoir la chasse coule ,44603,,1,Thersa,,
T_P983,44627,Michel Quinchon,MRS,Sanitaire,chambre 26 eau bouillante douche ( mitijeur),44627,,1,Thersa,,
T_P1058,44713,Michel Quinchon,MRS,Chauffage,problème de fuite au niveau du ballon tampon congen,44713,,1,Thersa,,
T_P1082,44746,Michel Quinchon,MRS,Electricité,"1er étage escalier de secourt a coté de la salle a mangé, applique murale a changé  ",44746,,,Thersa,,
T_P1080,44746,Michel Quinchon,MRS,Electricité,"2eme étage sortie de secourt près de l’office, sur le palier 2 néon a changé ",44746,,,Thersa,,
T_P1081,44746,Michel Quinchon,MRS,Electricité,"1er étage porte de secourt face a la salle a mangé, Bloc de secourt batterie a changé ",44746,,,Thersa,,
T_P1079,44746,Michel Quinchon,MRS,Electricité,"Escalier de secours en passant par le bureau de la cuisine, au Niveau 0 bloc de secourt au déçu de la porte de secourt qui conduit à la terrasse batterie a changé.",44746,,,Thersa,,
T_P1088,44749,Michel Quinchon,MRS,Entretien général,Niv -1: WC couloir cuisine: lave main: fuite d'eau: casser le carrelage fissuré afin de détecter l'origine du probleme,44749,,1,Ouvriers_CPAS,,
T_P1142,44823,Michel Quinchon,MRS,Entretien général,Une liste des tâches se trouve au local serveur (14 tâches) veuillez effectuer la totalité de cette liste avent de clôturé cette tâche merci   ,44823,,,Thersa,,
T_P1182,44904,Michel Quinchon,MRS,Entretien général,"Niv +1, local infirmier: Lecteur de badge abimé /// Niv -1, vestiaire dame: Lecteur de badge non fonctionnel. Demander le brigadier sur site pour plus de détails",44904,,1,Televic,,
T_P1253,45022,Michel Quinchon,MRS,Electricité,"Blocs d'éclairage de secours: Le check périodique (réalisé en interne) a mis en évidence que: 16 batteries sont à changer; 6 blocs de secours complets sont à changer; 5 blocs de secours IP65 (sous-sol) sont à changer. La liste complète est affichée au local serveur, ainsi que tous les plans de position précisant la localisation des points lumineux de secours en pannes. Merci de prévoir le matériel rapidemment et de planifier cette intervention majeure.",45022,,1,Thersa,,
T_P1268,45043,Michel Quinchon,MRS,Electricité,"Problème sur un exutoire suit un remplacement du moteur, l’exutoire et bien fermé mais l’afficheur indique qu’il et ouvert, pour l’emplacement de l’exutoire demandé au service technique MSR",45043,,1,Thersa,,
T_P1289,45078,Michel Quinchon,MRS,Electricité,panne sur un switch Televic RDZ aile B a remplace ,45078,1,1,Thersa,,
T_P1340,45177,Michel Quinchon,MRS,Plomberie,Niv 0: chambre 004: Siphon de douche cassé. Fuite d'eau. Douche mise HS.,45177,,,Thersa,,
T_P1347,45184,Michel Quinchon,MRS,Sanitaire,"chambre 138, mitigeur douche a remplacé",45184,1,1,Thersa,,
T_P1354,45202,Michel Quinchon,MRS,Electricité,"Panne sur les afficheurs televic au 1er étage, affiche plus les numéros des chambres ",45202,1,1,Thersa,,
T_P1414,45341,Michel Quinchon,MRS,Entretien général,bloc de secours voir list dans la salle serveur ,45341,,1,Thersa,,
T_P1453,45502,Michel Quinchon,MRS,Electricité,bloc de secours voir list dans la salle serveur ,45502,,,Thersa,,
T_P1481,45579,Michel Quinchon,MRS,Plomberie,"urinoir du personnelle, coté fumoir fuite d'eau au niveau du dessus joint à changer",45579,,1,Thersa,,
T_P1505,45642,Michel Quinchon,MRS,Plomberie,probléme de fuite du lavabo qui vient de la chambre 211 et qui impacte la chambre 111,45642,,,Thersa,,
T_P1508,45664,Michel Quinchon,MRS,Electricité,"2 néons à changer, cage de secours pour aller au puit et 1 néon, cage de secourt près du bureau brigadier",45664,,1,Thersa,,
T_P1514,45679,Michel Quinchon,MRS,Electricité,"bloc de secours, voir list dans la salle serveur + la liste déjà mise  ",45679,,1,Thersa,,
T_P1516,45691,Michel Quinchon,MRS,Electricité,"lampe a changé 2émé étage, toilette du personelle, ",45691,,1,Thersa,,
T_P1517,45691,Michel Quinchon,MRS,Electricité,"salle de bain 2éme etage aile B, 2 lampe à changer",45691,,1,Thersa,,
T_P1519,45700,Michel Quinchon,MRS,Plomberie,"robinet lave main à changer, toilette dame à l'accueil",45700,,1,Thersa,,
T_P1520,45707,Michel Quinchon,MRS,Electricité,"chambre 8, sonnette d'appel infirmier dans la toilette à remplacer complète, chambre 232, appel infirmier au-dessus du lit défectueux + manque une sonnette près de la TV",45707,,1,Televic,,
T_P1523,45712,Michel Quinchon,MRS,Plomberie,"URGENT!!!!!! Pouvez-vous remplacé le mitigeur dans la chambre 123, probléme de réglage eau chaud et froide, à changé absolument !!!!!!!",45712,,1,Thersa,,
T_P1524,45712,Michel Quinchon,MRS,Plomberie,"URGENT!!!!!! Pouvez-vous remplacé le mitigeur de la douche  dans la chambre 123, probléme de réglage eau chaud et froide, à changé absolument !!!!!!!",45712,,1,Thersa,,
T_P1528,45729,Michel Quinchon,MRS,Electricité,"les deux sonettes chambre 112  SDB ne fonction pas, pouvez-vous intervenir rapidement merci ",45729,,1,Televic,,
T_P1541,45800,Michel Quinchon,MRS,Plomberie,"Chambre 018: niv 0 - petite aile; Wc coule, Merci",45800,,1,Thersa,,
T_P002,43753,Olivier Deltenre,MRS,Plomberie,Vérification de l'humidité en dessous des cabines de douche des chambres 33-34 cantou niveau 0,43753,0.5h,2,Ouvriers_CPAS,Thersa,
T_P001,43753,Olivier Deltenre,MRS,Electricité,Intervention éclairage zone de stockage - local technique,43753,1h,2,Ouvriers_CPAS,,
T_P008,43761,Olivier Deltenre,MRS,Electricité,Intervention éclairage zone de stockage - local technique,43761,1h,2,Ouvriers_CPAS,,
T_P053,43797,Olivier Deltenre,MRS,Entretien général,"remplacer les frigo ch: 208, ch 023, ch: 015",43797,1h,2,Ouvriers_CPAS,,
T_P058,43798,Olivier Deltenre,MRS,Entretien général,"remplacer frigos ch: 005, 015, 023, 104, 110, 115, 118, 122, 123 et 208",43798, 4h,2,Ouvriers_CPAS,,
T_P069,43804,Olivier Deltenre,MRS,Cogénération,"Entretien périodique. Reste 180h, soit 10 jours",43804,2h,,Cogengreen,Ouvriers_CPAS,Gestionnaire_GTC
T_P119,43840,Olivier Deltenre,MRS,peinture,repeindre mur chambre Descamps romaine CH 122,43840,1h,1,Ouvriers_CPAS,,
T_P118,43840,Olivier Deltenre,MRS,Menuiserie,"niveau+3, porte extérieure côté EST GP2 mauvais verrrouillage",43840,1,1,Ouvriers_CPAS,,
T_P121,43842,Olivier Deltenre,MRS,Jardin / extérieur,"alteria va tailler les cotoneaster le long du parking jeudi matin, interdire le parking des voitures dans cette zone",43846,1h,2,Ouvriers_CPAS,,
T_P123,43843,Olivier Deltenre,MRS,HVAC,Banquet à midi dans la salle polyvalente dès 11h30,43848,5h,1,Gestionnaire_GTC,,
T_P142,43857,Olivier Deltenre,MRS,Electricité,"Mise en conformité  mise à la terre de la Haute tension suite aux constats faits par BTV. Devis pour réalisation de cette tâche, les ouvriers de l'ADV peuvent effectuer les tranchées",43857,2,2,Thersa,Ouvriers_CPAS,
T_P181,43878,Olivier Deltenre,MRS,Cogénération,"Il reste 200h au compteur soit environ 15 jours, Merci de prévoir un entretien",43878,2h,1,Cogengreen,Ouvriers_CPAS,Gestionnaire_GTC
T_P462,44126,Olivier Deltenre,MRS,Electricité,Remplacement ampules spots parking via nacelle communale,44126,1,2,Ouvriers_CPAS,,
T_P459,44126,Olivier Deltenre,MRS,Buanderie - Cuisine,Installation système automatique de produit k1 zone vaisselle,44126,1,2,Ouvriers_CPAS,,
T_P463,44126,Olivier Deltenre,mrs,Electricité,"Mise à jour plans électricité, schémas unifilaires",44126,,2,Ouvriers_CPAS,,
T_P461,44126,Olivier Deltenre,MRS,Electricité,remplacement des 4 spots de l'Esplanade par des Led,44126,4,2,Ouvriers_CPAS,,
T_P460,44126,Olivier Deltenre,MRS,Chauffage,remplacement circulateur pompe à chaleur,44126,4h,2,Ouvriers_CPAS,,
T_P465,44126,Olivier Deltenre,mrs,Entretien général,Création séparation Haute tension - basse tension,44126,2j,2,Ouvriers_CPAS,,
T_P464,44126,Olivier Deltenre,CPAS,Electricité,Remplacement néon Président,44126,30',1,Ouvriers_CPAS,,
T_P458,44126,Olivier Deltenre,MRS,Buanderie - Cuisine,"Installation d'un système de comptage de l'eau de pluie réinjectée dans le circuit sanitaire WC de la MRS, J'assure le installation d'un système automatique de distribution de produit K1 local vaisselle",44126,1,2,Ouvriers_CPAS,,
T_P477,44138,Olivier Deltenre,MRS,Buanderie - Cuisine,Placement de rail INOX pour protéger prise murale cuisine,44138,4,2,Ouvriers_CPAS,,
T_P614,44270,Olivier Deltenre,MRS,Entretien général,"Prendre contact avec le service technique de Magec et Pelzer pour les informer de la présence du badge dans un coffret à l'accueil. Définir un code secret pour les deux coffrets et en informer les sociétés,",44270,,1,Ouvriers_CPAS,,
T_P634,44284,Olivier Deltenre,MRS,Jardin / extérieur,Sortir le mobilier des terrasses,44285,1h,2,Ouvriers_CPAS,,
T_P664,44307,Olivier Deltenre,MRS,Electricité,Remplacement des ampoules de l'allée et de la rampe par du LED,44307,,2,Ouvriers_CPAS,,
T_P678,44312,Olivier Deltenre,MRS,Electricité,Reprogrammer tous les détecteurs infrarouges des WC avec l'aide de la nouvelle télécommande Legrand,44312,3h,1,Ouvriers_CPAS,,
T_P682,44313,Olivier Deltenre,MRS,Entretien général,"Maintenance période de notre installation de cogénération. Il reste 185 h au compteur. A raison de 15h de fonctionnement au quotidien en moyenne,",44313,,1,Cogengreen,,
T_P693,44319,Olivier Deltenre,MRS,Entretien général,Réparation parcours de marche terrasse 1er étage,44319,3 jours,2,Ouvriers_CPAS,,
T_P694,44319,Olivier Deltenre,MRS,Entretien général,Réparation dalle de terrasse cafétéria,44319,1 jour,2,Ouvriers_CPAS,,
T_P692,44319,Olivier Deltenre,MRS,Plomberie,Contacter Globalnet pour réparation système de distribution K1 en cuisine,44319,1h,1,Ouvriers_CPAS,,
T_P750,44364,Olivier Deltenre,MRS,Entretien général,Rouvrir toutes les bouches de pulsion dans les couloirs de la MRS. Le niveau d'ouverture doit être d'environ un doigt de passage.,44364,,1,Ouvriers_CPAS,,
T_P695,44378,Olivier Deltenre,MRS,Jardin / extérieur,Création d'une Pergolas au 2ème EUCALYPTUS,44378,2,2,Ouvriers_CPAS,,
T_P791,44393,Olivier Deltenre,MRS,Plomberie,Problème d'odeur dans bureau direction,44393,4,2,Ouvriers_CPAS,Thersa,
T_P827,44420,Olivier Deltenre,MRS,Peinture,"Extension local repassage buanderie: prévoir et réaliser la réfection du sol et des murs en harmonie avec le local existant en fonction,",44420,,1,Ouvriers_CPAS,,
T_P828,44420,Olivier Deltenre,MRS,Entretien général,Extension local repassage buanderie: vider totalement le local en vue de son nouvel aménagement,44420,,2,Ouvriers_CPAS,Entretien,
T_P839,44427,Olivier Deltenre,MRS,Entretien général,Niv 3 : tôle de bardage coté sud à refixer,44427,,2,Ouvriers_CPAS,,
T_P851,44439,Olivier Deltenre,MRS,Electricité,Electricité BT MRS: Remplacer les disjoncteurs dont le pouvoir de coupure n'est pas adapté à la réglementation en vigueur,44439,,2,Ouvriers_CPAS,,
T_P852,44439,Olivier Deltenre,MRS,Entretien général,"Esplanade: refaire le joint cimenté entre les carreaux et la rampe en tarmac,",44439,,1,Ouvriers_CPAS,,
T_P894,44496,Olivier Deltenre,MRS,Entretien général,"Demande de maintenance périodique sur notre installation de cogénération, Il reste 180 h au compteur et elle fonctionne 15 h / jour. Merci",44496,,,Cogengreen,,
T_P912,44539,Olivier Deltenre,MRS,Jardin / extérieur,Enlever les jardinières installées sur la terrasse du rez.,44539,,2,Ouvriers_CPAS,,
T_P924,44551,Olivier Deltenre,MRS,Entretien général,Problèem système d'appel TELEVIC : Certains écrans de chambre en panne,44551,2,1,Televic,Thersa,
T_P999,44650,Olivier Deltenre,MRS,Entretien général,"Niveau 0; Eslpanade: Refaire le joint d'étanchéité sur le pourtour de celle-ci avec un produit adéquat,",44650,,2,Ouvriers_CPAS,,
T_P1054,44701,Olivier Deltenre,MRS,Entretien général,Relevé de compteur eau tous les matins à la même heure (c'est important) durant 30 jours w-e et fériés compris,44704,5',2,Ouvriers_CPAS,,
T_P1099,44762,Olivier Deltenre,MRS,Menuiserie,Placer un barrilet sur 1 armoire dans mon bureau,44762,,,Ouvriers_CPAS,,
T_P1097,44762,Olivier Deltenre,MRS,Sanitaire,Remplacement évier salle de bain commune du court-séjour + remettre un pommeau de douche,44762,,1,Ouvriers_CPAS,,
T_P1140,44820,Olivier Deltenre,mrs,Entretien général,déplacer vers l'avant le projecteur à la salle cinéma pour que les images soient mieux placées sur l'écran,44823,1,1,Ouvriers_CPAS,,
T_P1203,44959,Olivier Deltenre,MRS,Menuiserie,Réparer les coffres des locaux d'entretien pour sécuriser les produits (demandé depuis 2 mois!),44959,,1,Ouvriers_CPAS,,
T_P1299,45092,Olivier Deltenre,MRS,Jardin / extérieur,Nettoyage au Karcher de la terrasse de la cafétéria,45092,4,1,Ouvriers_CPAS,,
T_P1300,45092,Olivier Deltenre,MRS,Entretien général,Nettoyage au Karcher de la terrasse du 1er étage,45093,4,1,Ouvriers_CPAS,,
T_P1301,45092,Olivier Deltenre,MRS,Entretien général,Nettoyage karcher terrasse 2ème étage,45096,4,1,Ouvriers_CPAS,,
T_P025,43768,Sabine Dieu,MRS,Buanderie - Cuisine,"Pompe distribution produit SumaD2 zone salle, fonction à l'envers",43768,,1,Ouvriers_CPAS,Johnson diversey,
T_P037,43777,Sabine Dieu,MRS,Electricité,percolateur fait sauter les plombs,43777,,,Ouvriers_CPAS,,
T_P039,43789,Sabine Dieu,Roseraie,Chauffage,roseraie n° 11 : plus de chauffage,43789,,,Ouvriers_CPAS,,
T_P042,43791,Sabine Dieu,MRS,Sanitaire,un wc public serait bouché au 1er,43791,10m,1,Ouvriers_CPAS,,
T_P043,43791,Sabine Dieu,MRS,Plomberie,il y aurait une fuite au vide panne du cantou du rez,43791,,,Ouvriers_CPAS,,
T_P045,43794,Sabine Dieu,MRS,Plomberie,problème de chasse d'eau à la chambre 37 cantou du rez,43794,,1,Ouvriers_CPAS,,
T_P046,43794,Sabine Dieu,MRS,Entretien général,la porte coulissante de la salle de bain de la chambre 207 est difficile à fermer,43794,,2,Ouvriers_CPAS,,
T_P047,43794,Sabine Dieu,MRS,Sanitaire,la planche de wc de la chambre 219 est cassée,43794,,1,Ouvriers_CPAS,,
T_P050,43795,Sabine Dieu,MRS,Entretien général,"est-il possible d'aller mettre 3 ""cordes"" au rail dans la chambre 27 (cantou du rez) afin d'y pendre des cadres",43795,20m,1,Ouvriers_CPAS,,
T_P048,43795,Sabine Dieu,MRS,Entretien général,la porte coulissante de la chambre 208 est difficile à ouvrir,43795,,,Ouvriers_CPAS,,
T_P056,43797,Sabine Dieu,MRS,Entretien général,placer les appareils de papier wc dans tous les wc publics,43797,,,Ouvriers_CPAS,,
T_P055,43797,Sabine Dieu,MRS,Entretien général,changer l'appareil de savon pour les mains dans bureau Christelle,43797,15m,1,Ouvriers_CPAS,,
T_P060,43801,Sabine Dieu,MRS,Sanitaire,ch 024 pas de bouchon au lavabo,43801,15m,1,Ouvriers_CPAS,,
T_P066,43804,Sabine Dieu,MRS,Sanitaire,wc bouché à la chambre 102 ,43804,,1,Ouvriers_CPAS,,
T_P065,43804,Sabine Dieu,MRS,Entretien général,au rez cantou aller raccrocher la tenture au niveau du salon côté sortie de secours,43804,,,Ouvriers_CPAS,,
T_P070,43805,Sabine Dieu,MRS,Entretien général,regarder l'auto laveuse,43805,,1,Ouvriers_CPAS,,
T_P073,43808,Sabine Dieu,MRS,Electricité,office infi rez: le cache de la prise électrique sous le bureau est détachée,43808,,,Ouvriers_CPAS,,
T_P075,43809,Sabine Dieu,MRS,Electricité,un spot clignotte dans la grande aile du rez au niveau de la descente vers les vestiaires,43809,,,Ouvriers_CPAS,,
T_P080,43810,Sabine Dieu,MRS,Entretien général,percolateur du cantou du 1er à vérifier: tout déborde quand on fait le café,43810,,,Ouvriers_CPAS,,
T_P100,43833,Sabine Dieu,MRS,Entretien général,percolateur du rez à détartrer,43833,,1,Ouvriers_CPAS,,
T_P106,43836,Sabine Dieu,MRS,Plomberie,cuisine eucalyptus: eau coule sous l'évier,43836,,,Ouvriers_CPAS,,
T_P105,43836,Sabine Dieu,MRS,Plomberie,cuisine du rez: eau qui coule sous l'évier (joint),43836,,,Ouvriers_CPAS,,
T_P120,43840,Sabine Dieu,MRS,Sanitaire,wc homme au rez côté bureaux: un urinoire fuite ce qui provoque des mauvaises odeurs ( pas de sterfput),43840,,,Ouvriers_CPAS,,
T_P129,43846,Sabine Dieu,MRS,Entretien général,chambre124: les freins de la chaise roulante ne fonctionnent plus,43846,,,Ouvriers_CPAS,,
T_P130,43846,Sabine Dieu,MRS,Sanitaire,il n'y a pas d'eau au niveau d'un urinoire du 1er,43846,,,Ouvriers_CPAS,,
T_P134,43851,Sabine Dieu,MRS,Entretien général,remplacer un distributeur de papier mains dans la zone flexcool,43851,,,Ouvriers_CPAS,,
T_P132,43851,Sabine Dieu,MRS,Sanitaire,la chasse de la chambre 11 coule en continu,43851,,,Ouvriers_CPAS,,
T_P136,43852,Sabine Dieu,MRS,Plomberie,évier  de la cuisine du cantou du rez coule,43852,15m,1,Ouvriers_CPAS,,
T_P137,43852,Sabine Dieu,MRS,Sanitaire,remettre un support de brosse à wc : chambre 234,43852,,,Ouvriers_CPAS,,
T_P139,43854,Sabine Dieu,MRS,Buanderie - Cuisine,"pompe distributeur Suma D2 zone salle, soucis de raccord  dès que l'on demande de l'eau",43854,,,Ouvriers_CPAS,Johnson diversey,
T_P140,43854,Sabine Dieu,MRS,Buanderie - Cuisine,cuisine: remplacer le distibuteur de produit Suma D1 dans la pièce  du lave vaisselle casseroles,43854,,,Ouvriers_CPAS,,
T_P138,43854,Sabine Dieu,MRS,Entretien général,vérifier le système de fermeture de la porte au rez qui donne sur les escaliers pour les vestiaires,43854,15m,1,Ouvriers_CPAS,,
T_P157,43864,Sabine Dieu,MRS,Electricité," cantou du 1er la prise ne fonctionne pas dés que l'on branche le chariot des soupers, La taque fonctionne mais pas le chariot",43864,,,Ouvriers_CPAS,,
T_P161,43865,Sabine Dieu,MRS,Electricité,"une résidente a tiré trop fort sur la sonnette se trouvant dans les wc du rez (au niveau du salon avec le billard) , la sonnette ne s'arrête plus",43865,,,Ouvriers_CPAS,,
T_P163,43867,Sabine Dieu,MRS,Entretien général,réparer une cassette dans le vestiaire des femmes d'entretien ( mettre une patte),43867,,,Ouvriers_CPAS,,
T_P164,43867,Sabine Dieu,MRS,Entretien général,2 cassettes sont à réparer dans le vestiaire des hommes de cuisine,43867,,,Ouvriers_CPAS,,
T_P162,43867,Sabine Dieu,MRS,Buanderie - Cuisine,dédoubler les cassettes des hommes de cuisine et mettre le bloc de 3 chez les femmes d'entretien,43867,,,Ouvriers_CPAS,,
T_P166,43871,Sabine Dieu,MRS,Buanderie - Cuisine,remplacer 2 distributeurs de savon en cuisine ( voir avec Chantal),43871,,,Ouvriers_CPAS,,
T_P165,43871,Sabine Dieu,MRS,Sanitaire,dans le wc des femmes du 1er (au milieu) la chasse d'eau ne coule plus correctement ,43871,,,Ouvriers_CPAS,Thersa,
T_P177,43878,Sabine Dieu,MRS,Entretien général,mettre des attaches pour cadres dans la chambre 138,43878,,,Ouvriers_CPAS,,
T_P176,43878,Sabine Dieu,MRS,Sanitaire,planche de wc cassée à la chambre 1,43878,,,Ouvriers_CPAS,,
T_P192,43889,Sabine Dieu,MRS,Sanitaire,chambre 223 le support de la brosse wc est détaché du mur,43889,,,Ouvriers_CPAS,,
T_P193,43892,Sabine Dieu,MRS,Electricité,percolateur des magnolias ne fonctionne plus,43892,,1,Ouvriers_CPAS,,
T_P199,43894,Sabine Dieu,MRS,Entretien général,la porte coupe feu (au sous-sol)qui sépare les vestiaires cuisine à l'ascenseur ne se ferme plus,43894,,,Ouvriers_CPAS,,
T_P210,43895,Sabine Dieu,MRS,Entretien général, à la grande aile des oliviers : le vide panne s'ouvre sans la carte,43895,,,Ouvriers_CPAS,,
T_P205,43895,Sabine Dieu,MRS,Sanitaire,au 1er une chasse d'eau coule dans un des wc dame (face à l'ascenseur propre),43895,,,Ouvriers_CPAS,,
T_P211,43895,Sabine Dieu,MRS,Entretien général,la porte coupe feu face à la salle à manger des oliviers ne se ferme plus,43895,,,Ouvriers_CPAS,,
T_P216,43899,Sabine Dieu,MRS,Sanitaire,soucis au niveau d' un urinoire au rez côté grand salon ( le 1er) coule au niveau du tuyau,43899,,,Ouvriers_CPAS,,
T_P217,43899,Sabine Dieu,MRS,Entretien général,le serrure de la porte qui donne sur le quai côté sale ne tiens plus,43899,,,Ouvriers_CPAS,,
T_P218,43899,Sabine Dieu,MRS,Sanitaire,chambre 230 est sans chasse,43899,,,Ouvriers_CPAS,,
T_P220,43900,Sabine Dieu,MRS,Entretien général,chambre 02: il y a de l'eau qui passe au chassis d'une fenêtre,43900,,,Ouvriers_CPAS,,
T_P221,43901,Sabine Dieu,MRS,Entretien général, infiltration d'eau au 1er au niveau de la salle de cinéma et prés de la salle à manger des oliviers,43901,,,Ouvriers_CPAS,,
T_P227,43902,Sabine Dieu,MRS,Sanitaire,chambre 02 wc bouché,43902,,,Ouvriers_CPAS,,
T_P228,43903,Sabine Dieu,MRS,Entretien général,une serrure est a revisser pour une cassette dans le vestiaire femme,43903,,,Ouvriers_CPAS,,
T_P234,43909,Sabine Dieu,MRS,Entretien général,une serrure est a revisser pour une cassette dans le vestiaire femme,43909,,,Ouvriers_CPAS,,
T_P233,43909,Sabine Dieu,MRS,Entretien général,chambre 231 plus possible de fermer un chassis,43909,,,Ouvriers_CPAS,,
T_P237,43915,Sabine Dieu,MRS,Sanitaire,chambre 214 n'a plus d'eau au niveau de sa chasse,43915,,,Ouvriers_CPAS,,
T_P240,43921,Sabine Dieu,MRS,Entretien général,Chambre 022 la clinche de porte d'une garde robe est détachée,43921,,,Ouvriers_CPAS,,
T_P241,43922,Sabine Dieu,MRS,Electricité,il n'y a plus de lunmière dans une douche dans le vestiaire des femmes d'entretien,43922,,,Ouvriers_CPAS,,
T_P242,43923,Sabine Dieu,MRS,Entretien général,la porte du bar est à réparer,43923,,,Ouvriers_CPAS,,
T_P248,43929,Sabine Dieu,MRS,Plomberie,cuisine du rez: de l'eau coule en dessous de l'évier,43929,,,Ouvriers_CPAS,,
T_P250,43930,Sabine Dieu,MRS,Sanitaire,"wc du personnel derrière le réfectoire, il y a un urinoire de bouché",43930,,,Ouvriers_CPAS,,
T_P271,43950,Sabine Dieu,MRS,Sanitaire,le lavabo de la chambre 029 (cantou du rez) est bouché,43950,,,Ouvriers_CPAS,,
T_P280,43958,Sabine Dieu,MRS,Entretien général,une porte de la salle de bain ne s'ouvre plus à la chambre 213,43958,,,Ouvriers_CPAS,,
T_P279,43958,Sabine Dieu,MRS,Entretien général,eucalyptus au niveau de la grande aile soucis de porte au vide panne,43958,,,Ouvriers_CPAS,,
T_P282,43959,Sabine Dieu,MRS,Buanderie - Cuisine,soucis au niveau du robinet d'eau chaude du lavabo dans la zone propre: il n'y a plus d'eau chaude,43959,,,Ouvriers_CPAS,,
T_P291,43964,Sabine Dieu,MRS,Sanitaire,dans les wc femmes près des bureaux au rez l'intrrupteur de la toilette handicapée est renfoncé,43964,,,Ouvriers_CPAS,,
T_P292,43964,Sabine Dieu,MRS,Sanitaire,un urinoire coule par en dessous au niveau des wc qui se trouvent dans le petit salon,43964,,,Ouvriers_CPAS,,
T_P295,43970,Sabine Dieu,MRS,Electricité,"voir les chambres 105,120 et 124 soucis d'ampoule dans la salle de bain",43970,,,Ouvriers_CPAS,,
T_P334,44015,Sabine Dieu,MRS,Entretien général,une rampe se détache du mur au niveau du couloir des magnolias à la petite aile,44015,,,Ouvriers_CPAS,,
T_P333,44015,Sabine Dieu,MRS,Entretien général,le percolateur du rez ne fonctionne plus et celui du cantou les lilas a un soucis,44015,,,Ouvriers_CPAS,,
T_P343,44026,Sabine Dieu,MRS,Plomberie,soucis au niveau de l'évier de la cuisine au 1er les Oliviers,44026,,,Ouvriers_CPAS,,
T_P346,44026,Sabine Dieu,MRS,Entretien général,"pompe de produits détachée dans le vide panne du 1er, grande aile",44026,,,Ouvriers_CPAS,,
