Numéro de la tâche,Date de création de la tâche,Nom de la personne initiatrice de la tâche,Site de réalisation de la tâche,Nature de la tâche,Description de la tâche,Date de début de la tâche,Durée estimée en heure(s) ou journée(s),Nombre de personnes souhaitées,Service N°1 mandaté pour la réalisation de la tâche,Service N°2 mandaté pour la réalisation de la tâche,Service N°3 mandaté pour la réalisation de la tâche
T_P1774,46002,Hicham El Hariri,MRS,Peinture,"Suite à la tournée effectuée le10/12, merci d’effectuer les travaux de peinture nécessaires (Commencer par les endroits fréquentés par les familles et les résidents), cafeteriat, coin piano couloire fumoire …",46002,,2,Ouvriers_CPAS,,
T_P1772,46002,Hicham El Hariri,MRS,Entretien général,"Suite à la tournée effectuée hier, merci d’identifier et de réparer les plinthes ainsi que les joints de silicone. (changer les plinthes cassées…",46002,,,Ouvriers_CPAS,,
T_P1776,46002,Hicham El Hariri,MRS,Menuiserie,"Aller chercher les cuisines IKEA, seront disponible appartir du vendredi 12/12/25, merci",46002,,,Ouvriers_CPAS,,
T_P1773,46002,Hicham El Hariri,MRS,Peinture,"Suite à la tournée effectuée le10/12, merci d’effectuer les travaux de peinture nécessaires (Commencer par les endroits fréquentés par les familles et les résidents), cafeteriat, coin piano couloire fumoire …",46002,,,Ouvriers_CPAS,,
T_P1768,46002,Hicham El Hariri,MRS,Electricité,CH 10 :Problème TV ,46002,,1,Ouvriers_CPAS,,
T_P1770,46002,Hicham El Hariri,MRS,Menuiserie,CH 9 : placer la dalle.,46002,,1,Ouvriers_CPAS,,
T_P1769,46002,Hicham El Hariri,MRS,Electricité,"Chaise de Mr jules, becker probleme de chargeur.",46002,,1,Ouvriers_CPAS,,
T_P1779,46006,Hicham El Hariri,MRS,Electricité,"Faire un tour et verifier la fixation des prises dans les endroits communs, merci",46006,,1,Ouvriers_CPAS,,
T_P1783,46006,Hicham El Hariri,MRS,Electricité,Changer les piles des horloges,46006,,,Ouvriers_CPAS,,
T_P1782,46006,Hicham El Hariri,MRS,Entretien général,Ouvrir les parois,46006,,1,Ouvriers_CPAS,,
T_P1780,46006,Hicham El Hariri,MRS,Parc voitures,"Aller chercher le ventilo du variateur chez CEBEO, aussi le bras rabattable cher VANMARCK, merci",46006,,1,Ouvriers_CPAS,,
T_P1781,46006,Hicham El Hariri,MRS,Entretien général,"aller à l'hopital de WARQUIGNIES pour chercher le produit du pharmacie, ",46006,,1,Ouvriers_CPAS,,
T_P1778,46006,Hicham El Hariri,MRS,Entretien général,Ch 138 : 2 bacs d'eau à mettre,46006,,1,Ouvriers_CPAS,,
T_P1789,46008,Hicham El Hariri,MRS,Plomberie,"La cuisine du 1er : débit d""eau est faible, veuillez aller voir, identifien le depart du circuit d'eau. Merci",46008,,,Ouvriers_CPAS,,
T_P1786,46008,Hicham El Hariri,MRS,Menuiserie,Vérifier et régler l’ensemble des portes donnant sur l’extérieur.merci,46008,,2,Ouvriers_CPAS,,
T_P1788,46008,Hicham El Hariri,MRS,Electricité,Changer le ventilo de la cogèn. Arreter la machine avant.merci,46008,,,Ouvriers_CPAS,,
T_P1790,46008,Hicham El Hariri,MRS,Electricité,Accompagner l’entreprise chargée de l’installation des switchs TV,46008,,,Ouvriers_CPAS,,
T_P1791,46008,Hicham El Hariri,MRS,Plomberie,"Nous avons constaté que les deux conduites d’eau de pluie existantes au sur la terrasse du cantou du 1er étage, sont détachées. Il convient de les re-fixer en toute sécurité, avec une personne tenant l’échelle pendant qu’une autre effectue l’intervention, merci",46008,,2,Ouvriers_CPAS,,
T_P1787,46008,Hicham El Hariri,MRS,Entretien général,"Effectuer un nettoyage en passant un coup de brosse et en retirant l’ensemble des déchets (papiers, etc.) présents au parking et sur la route",46008,,1,Ouvriers_CPAS,,
T_P1793,46020,Hicham El Hariri,MRS,Electricité,"Test TV : Suite aux problèmes de communication image-son, veuillez débrancher toutes les TV du 2ᵉ étage.
Merci d’attendre 10 à 15 minutes avant de rebrancher les TV.",46020,,2,Ouvriers_CPAS,,
T_P1794,46022,Hicham El Hariri,MRS,Menuiserie,Ch 031 : pourriez vous allez regarder la barre delit -barre de gauche- merci,46022,,1,Ouvriers_CPAS,,
T_P1795,46022,Hicham El Hariri,MRS,Entretien général,ADV : Fait le relevé du compteur à eau. merci,46022,,1,Ouvriers_CPAS,,
T_P1799,46027,Hicham El Hariri,MRS,Electricité,Mme Wins ch.220 n'a plus du tout de signale.,46027,,1,Ouvriers_CPAS,,
T_P1796,46027,Hicham El Hariri,MRS,Menuiserie,Ch 126 : barre de lit cassée (bande mise pour maintien) merci,46027,,1,Ouvriers_CPAS,,
T_P1798,46027,Hicham El Hariri,MRS,Electricité,Mme Di Nella ch.206 ne sait pas mettre le son de sa tv + fort et dit que le son allait correctement la veille,46027,,1,Ouvriers_CPAS,,
T_P1797,46027,Hicham El Hariri,MRS,Entretien général,"Changer les piles des horloges  : Oliviers et Animation,  verifier le restant des horloges ",46027,,1,Ouvriers_CPAS,,
T_P1801,46028,Hicham El Hariri,MRS,Entretien général,"Aller au Domaine de la Roseraie : 
Dégager la neige aux abords du bâtiment. Mettre du sel sur les zones glissantes.",46028,,4,Ouvriers_CPAS,,
T_P1800,46028,Hicham El Hariri,MRS,Entretien général,"David, Steve : Aller au CPAS.
Dégager la neige aux abords du bâtiment. Mettre du sel sur les zones glissantes. Monter 3 blocs de papier A4 au 2 eme étage. Merci",46028,,2,Ouvriers_CPAS,,
T_P1803,46030,Hicham El Hariri,MRS,Electricité,Ch 107 : TV souci d'image,46030,,,Ouvriers_CPAS,,
T_P1805,46030,Hicham El Hariri,MRS,Electricité,Ch 214 : Problème de son et image avec la télé,46030,,,Ouvriers_CPAS,,
T_P1802,46030,Hicham El Hariri,MRS,Entretien général,Marjorie (nouvelle chef infi) : besoin d'un ou deux ouvriers pour déplacer 2 armoires. merci,46030,,1,Ouvriers_CPAS,,
T_P1806,46030,Hicham El Hariri,MRS,Entretien général,Ch 18 : Degivrer le congelateur.,46030,,1,Ouvriers_CPAS,,
T_P1808,46031,Hicham El Hariri,MRS,Plomberie,"Ch 36 : problème evacuation d'eau usé :  verifier wc, evier et douche, merci",46031,,,Ouvriers_CPAS,,
T_P1817,46041,Hicham El Hariri,MRS,Menuiserie,Monter les tables deja réparer (elles sont au puits de mine) et les remettre à leur place là où elles manquent. Merci.,46041,,2,Ouvriers_CPAS,,
T_P1816,46041,Hicham El Hariri,MRS,Entretien général,"1 er Aller au Acacias (cantou), verifier le bon fonctionnement du distributeur papier",46041,,1,Ouvriers_CPAS,,
T_P1820,46041,Hicham El Hariri,MRS,Electricité,"Fer à repasser N° 1 : le différentiel saute de temps en temps. Vérifier la bonne connexion, mesurer l’isolement et verifier l’étanchéité de la pompe. Merci.",46041,,1,Ouvriers_CPAS,,
T_P1819,46041,Hicham El Hariri,MRS,Entretien général,"Matelas existants au puits de mine : nettoyer, dépoussiérer, protéger et les mettre en stock (ne pas les mélanger avec les matelas neufs). Merci.",46041,,1,Ouvriers_CPAS,,
T_P1818,46041,Hicham El Hariri,MRS,Menuiserie,Reparer la grande table blanche existant dans le puis de mine,46041,,1,Ouvriers_CPAS,,
T_P1823,46043,Hicham El Hariri,MRS,Electricité,"Vérifier l’ensemble des tirettes d’appel infirmière dans chaque chambre, en commençant par le rez-de-chaussée, puis le 1er et le 2e étage. Les points à contrôler sont les suivants : l’état général du système, le bon fonctionnement de chaque tirette, la longueur et l’état du câble (absence de détérioration), le fonctionnement de la LED, le badgéeage. (voir cheaklist) merci",46043,,2,Ouvriers_CPAS,,
T_P1832,46049,Hicham El Hariri,MRS,Entretien général,Pourriez-vous trouer les 2 balles de tennis (sur la table à l'animation) et les mettre à la tribune de monsieur Fortunato (chambre 015).merci,46049,,,Ouvriers_CPAS,,
T_P1837,46056,Hicham El Hariri,MRS,Entretien général,"CH 32 : pas de frigo dans la chambre, merci",46056,,1,Ouvriers_CPAS,,
T_P1836,46056,Hicham El Hariri,MRS,Jardin / extérieur,CH33 : Pas de frigo dans la chambre ! Merci de placer un,46056,,,Ouvriers_CPAS,,
T_P1838,46056,Hicham El Hariri,MRS,Menuiserie,"CH 33 : Reparer la tablette, merci",46056,,,Ouvriers_CPAS,,
T_P1839,46056,Hicham El Hariri,MRS,Entretien général,Casiers vestiaire-femmes N° 9 & 11 : ne se ferme plus. Merci d'aller voir.,46056,,,Ouvriers_CPAS,,
T_P1843,46062,Hicham El Hariri,MRS,Menuiserie,"Ch 117 : un barreau de lit cassé, merci",46062,,,Ouvriers_CPAS,,
T_P1844,46062,Hicham El Hariri,MRS,Entretien général,"CH 117 : Barriere de lit cassé Niveau droit de la tête de lit,bouton retrouvé cassé sous le lit.",46062,,,Ouvriers_CPAS,,
T_P1842,46062,Hicham El Hariri,MRS,Entretien général,"ADV : index compteur d'eau, merci",46062,,,Ouvriers_CPAS,,
T_P1849,46066,Hicham El Hariri,MRS,Entretien général,"Animation : Nous avons des tableaux d'affichage que nous aimerions mettre au mur de notre bureau. 
Pourriez-vous prévoir des attaches et nous les installer ? Merci. Bien à vous, Eléna ",46066,,,Ouvriers_CPAS,,
T_P1851,46069,Hicham El Hariri,MRS,Entretien général,BC : Aller chercher la marchandise. denis/ cebeo / gobert. Merci,46069,,1,Ouvriers_CPAS,,
T_P1850,46069,Hicham El Hariri,MRS,Entretien général,"Refaire les cartons du CPAS, ",46069,,1,Ouvriers_CPAS,,
T_P1858,46077,Hicham El Hariri,MRS,Menuiserie,Problème porte des oliviers office la barre qui fait que la porte se referme système cassé. Boite Ludovic,46077,,,Ouvriers_CPAS,,
T_P1857,46077,Hicham El Hariri,MRS,Parc voitures,"Le 26/02/2026, la OPEL COMBO sera présentée au contrôle technique dans le zoning de Cuesmes.
Merci de bien d’effectuer les préparatifs nécessaires : nettoyage intérieur et extérieur, vérification et pression des pneus, contrôle général du véhicule.",46077,,,Ouvriers_CPAS,,
T_P1856,46077,Hicham El Hariri,MRS,Parc voitures,"Le 04/03/2026, la VW Caddy sera présentée au contrôle technique dans le zoning de Cuesmes. Merci de bien vouloir la récupérer au plus tard le lundi 02/03/2026 afin d’effectuer les préparatifs nécessaires : nettoyage intérieur et extérieur, vérification et pression des pneus, contrôle général du véhicule. Merci",46077,,1,Ouvriers_CPAS,,
T_P1854,46077,Hicham El Hariri,MRS,Entretien général,Ch 38 : Mettre un matelas allternating,46077,,,Ouvriers_CPAS,,
T_P1860,46079,Hicham El Hariri,MRS,Menuiserie,"Ch 237 : Verifier et reparer la tirette de la sonnette du	lit",46079,,,Ouvriers_CPAS,,
T_P1859,46079,Hicham El Hariri,MRS,Menuiserie,Enlever le ferme-porte de la cuisine du rez-de-chaussée ainsi que celui de la cuisine du 1er étage.,46079,,,Ouvriers_CPAS,,
T_P1864,46080,Hicham El Hariri,MRS,Entretien général,Nettoyer la terrasse au Karcher devant l’entrée principale du home.,46080,,1,Ouvriers_CPAS,,
T_P1868,46090,Hicham El Hariri,MRS,Entretien général,"Mercredi 11 mars : rajouter des tables pour le repas de midi le 11 ( tables à rajouter dans la salle à manger des oliviers) 3 tables pour 15 personnes, merci",46090,,2,Ouvriers_CPAS,,
T_P1874,46094,Hicham El Hariri,MRS,Entretien général,"Descendre une caisse XEROX près de la cuisine au bâtiment du CPAS. Elle se trouve dans le couloir du 2ème étage, elle a une appellation XEROX Eco Box inscrite dessus. Merci",46094,,,Ouvriers_CPAS,,
T_P1873,46094,Hicham El Hariri,MRS,Entretien général,"Le 13/03/2026, nous avons reçu un conteneur pour y déposer tous les déchets que nous avons.
Veuillez jeter tout ce dont nous n’avons plus besoin se trouvant dans le puits de mine. Si vous êtes intéressé par quelque chose, vous devez demander l’accord de Monsieur le Directeur. Merci.",46094,,,Ouvriers_CPAS,,
T_P1872,46094,Hicham El Hariri,MRS,Entretien général,CH 105 : remplacer le matelat existante par une classic,46094,,,Ouvriers_CPAS,,
T_P1882,46100,Hicham El Hariri,MRS,Electricité,Verifier le bon fonctionnement des retenteures des portes de secours,46100,,,Ouvriers_CPAS,,
T_P1894,46108,Hicham El Hariri,MRS,Parc voitures,Mercredi 1 avril : compteurs et cheak list des vihécules,46108,,,Ouvriers_CPAS,,
T_P1893,46108,Hicham El Hariri,MRS,Plomberie,"Index des compteurs d'eau, merci",46108,,,Ouvriers_CPAS,,
T_P054,43797,Infirmier chef,MRS,Entretien général,ch 104 problème de chasse et frigo HS,43797,30m,2,Ouvriers_CPAS,,
T_P061,43801,Infirmier chef,MRS,Electricité,ch 015 sonnette SDB ne fontionne pas,43801,,1,Ouvriers_CPAS,,
T_P059,43801,Infirmier chef,MRS,Sanitaire,"1ier étage wc femme, la chasse ne fontionne pas",43801,40m,1,Ouvriers_CPAS,,
T_P064,43801,Infirmier chef,MRS,Sanitaire,ch 011 chasse du wc coule,43801,30m,1,Ouvriers_CPAS,,
T_P090,43816,Infirmier chef,MRS,Electricité,La prise murale dans laquelle est branché le chariot régénérant aux Magnolias ne correspond pas à la prise du chariot-même,43816,2h,1,Ouvriers_CPAS,,
T_P098,43826,Infirmier chef,MRS,Electricité,ch 232 interrupteur au dessus du lit hs,43826,15m,1,Ouvriers_CPAS,,
T_P109,43837,Infirmier chef,MRS,Plomberie,Evier de la ch 029(cantou) bouché,43837,,,Ouvriers_CPAS,,
T_P114,43838,Infirmier chef,MRS,Plomberie,évier bouché ch 204 (Eucalyptus),43838,,,Ouvriers_CPAS,,
T_P154,43864,Infirmier chef,MRS,Electricité,télécommande du lit ch 131 ne fonctionne plus,43864,,1,Ouvriers_CPAS,,
T_P156,43864,Infirmier chef,MRS,Electricité,percolateur des lilas ne fonctionne plus,43864,,1,Ouvriers_CPAS,,
T_P155,43864,Infirmier chef,MRS,Sanitaire,"ch 022 planche WC cassée,",43864,,1,Ouvriers_CPAS,,
T_P169,43872,Infirmier chef,MRS,Electricité,télécommande du lit de la ch 021 ne fonctionne plus,43872,,1,Ouvriers_CPAS,,
T_P183,43879,Infirmier chef,MRS,Sanitaire,siffon ch 35 déféctueux,43879,,1,Ouvriers_CPAS,,
T_P197,43893,Infirmier chef,MRS,Electricité,baffle plafond olivier prés de la chambre 112 prêt à tomber ,43893,,1,Ouvriers_CPAS,,
T_P231,43906,Infirmier chef,MRS,Entretien général,ch 101 réparer la tablette du fauteuil,43906,1h,1,Ouvriers_CPAS,,
T_P232,43906,Infirmier chef,MRS,Entretien général,ch 02 wc bouché,43906,1h,1,Ouvriers_CPAS,,
T_P236,43910,Infirmier chef,MRS,Plomberie,tuyau d'évacuation évier ch 132 détaché,43910,,1,Ouvriers_CPAS,,
T_P303,43984,Infirmier chef,MRS,Jardin / extérieur,Mettre le cendrier extérieur du cantou Lilas à côté du potager surélevé avec accord du directeur,43984,1,1,Ouvriers_CPAS,,
T_P318,43997,Infirmier chef,MRS,Entretien général,"frigo ch 109 ne fonctionne plus,",43997,,1,Ouvriers_CPAS,,
T_P337,44021,Infirmier chef,MRS,Electricité,frigot ch 113 ne refroidit plus,44021,,1,Ouvriers_CPAS,,
T_P394,44070,Infirmier chef,MRS,Entretien général,porte de la SDB ch 225 difficile à ouvrir,44070,,1,Ouvriers_CPAS,,
T_P392,44070,Infirmier chef,MRS,Electricité,ch 231 2 lampes à changer,44070,,1,Ouvriers_CPAS,,
T_P393,44070,Infirmier chef,MRS,Electricité,ch 201 lampe SDB à changer,44070,,1,Ouvriers_CPAS,,
T_P554,44214,Infirmier chef,MRS,Electricité,Ficelle au dessus du lit reste bloquée,44214,,1,Ouvriers_CPAS,,
T_P580,44238,Infirmier chef,MRS,Télécom.,soucis de son au téléphone de la chambre 11,44238,,,Ouvriers_CPAS,,
T_P579,44238,Infirmier chef,MRS,Entretien général,il n'y a pas de fauteuil à la chambre 12 et il y a une tache sur le mur prés de la fenêtre,44238,,,Ouvriers_CPAS,,
T_P578,44238,Infirmier chef,MRS,Entretien général,transfèrer le frigo de la chambre 132 à la 203,44238,,,Ouvriers_CPAS,,
T_P585,44244,Infirmier chef,MRS,Entretien général,"olivier grande aile (grand couloir) au début du couloir, il y a un carrelege qui est cassé, Dangeureux pour résidents",44244,,,Ouvriers_CPAS,,
T_P588,44244,Infirmier chef,MRS,Entretien général,CHAMBRE 204 LE FRIGO NE FONCTIONNE PAS,44244,,,Ouvriers_CPAS,,
T_P586,44244,Infirmier chef,MRS,Sanitaire,chambre 232 porte salle de bain manque une attache au sol,44244,,,Ouvriers_CPAS,,
T_P587,44244,Infirmier chef,MRS,Electricité,problème électrique au lit de la chambre 135,44244,,,Ouvriers_CPAS,,
T_P584,44244,Infirmier chef,MRS,Sanitaire,pommeau de douche à remplacer à la chambre 203,44244,,,Ouvriers_CPAS,,
T_P590,44249,Infirmier chef,MRS,Entretien général,barre au niveau du pied du lit est cassé à la chambre 111,44249,,,Ouvriers_CPAS,,
T_P593,44251,Infirmier chef,MRS,Plomberie,URGENT - réparer douche de la chambre 101 à la demande de la famille,44251,,,Thersa,Ouvriers_CPAS,
T_P592,44251,Infirmier chef,MRS,Entretien général,chager le frigo de la chambre 101 à la demande de la famille,44251,,,Ouvriers_CPAS,,
T_P598,44256,Infirmier chef,MRS,Entretien général,plus de croquettes et de litière pour le chat,44256,,,Ouvriers_CPAS,,
T_P596,44256,Infirmier chef,MRS,Electricité,lecteur de badge au bureau infirmières des Acacias ne fonctionne plus,44256,,,Ouvriers_CPAS,,
T_P597,44256,Infirmier chef,MRS,Entretien général,chambre 132 tablette du fauteuil est bloquée,44256,,,Ouvriers_CPAS,,
T_P599,44257,Infirmier chef,MRS,Entretien général,pouvez-vous remettre les fauteuils qui se trouvent dans les services au niveau du cours séjour (voir Ingrid),44257,,,Ouvriers_CPAS,,
T_P600,44257,Infirmier chef,MRS,Plomberie,chambre 120: mauvaise évacuation de l'eau au niveau du lavabo ,44257,,,Ouvriers_CPAS,,
T_P601,44257,Infirmier chef,MRS,Entretien général,chambre 138 frigo coule,44257,,,Ouvriers_CPAS,,
T_P604,44259,Infirmier chef,MRS,Entretien général,carrelage au niveau du 1er étage ascensseur sale,44259,,,Ouvriers_CPAS,,
T_P605,44259,Infirmier chef,MRS,Electricité,plus d'éclairage dans la chambre 118,44259,,,Ouvriers_CPAS,,
T_P603,44259,Infirmier chef,MRS,Entretien général,prendre le relax qui se trouve dans le salon prêt de la salle cinéma et le déposer à la chambre 112,44259,,,Ouvriers_CPAS,,
T_P602,44259,Infirmier chef,MRS,Entretien général,la TV de la chambre 036 ne fonctionne plus,44259,,,Ouvriers_CPAS,,
T_P609,44263,Infirmier chef,MRS,Electricité,METTRE RALONGE DU LIT DE LA CHAMBRE 203 A LA CHAMBRE 223,44263,,,Ouvriers_CPAS,,
T_P607,44263,Infirmier chef,MRS,Entretien général,"chambre 20: le fauteuil coque ne sait plus se mettre en position couchée, il manque une vis à la barre derrière, chantal aurait la vis ",44263,,,Ouvriers_CPAS,,
T_P610,44264,Infirmier chef,MRS,Electricité,soucis de TV dans les chambres 227 et 228,44264,,,Ouvriers_CPAS,,
T_P611,44264,Infirmier chef,MRS,Electricité,coussin alternating à la chambre 026 fonctionne puis s'arrête certainement problème de prise,44264,,,Ouvriers_CPAS,,
T_P613,44266,Infirmier chef,MRS,Entretien général,arranger la roue du fauteuil orange à la chambre 026,44266,,,Ouvriers_CPAS,,
T_P615,44270,Infirmier chef,MRS,Plomberie,tuyau sous lévier impossible à remettre à la chambre 029,44270,,,Ouvriers_CPAS,,
T_P616,44271,Infirmier chef,MRS,Entretien général,mettre le fauteuil sans accoudoirs qui se trouve au puit à la chambre 003,44271,,,Ouvriers_CPAS,,
T_P620,44273,Infirmier chef,MRS,Entretien général,installer un système pour interdire l'accès du thermostat aux Eucalyptus,44273,,1,Ouvriers_CPAS,,
T_P619,44273,Infirmier chef,MRS,Entretien général,"pourrais-je avoir 50 piles pour télécommande (en réserve) pour éviter de déranger un ouvrier après se heures de travail,",44273,,1,Ouvriers_CPAS,,
T_P623,44277,Infirmier chef,MRS,Entretien général,mettre une protection sur le thermostat aux Eucalyptus afin que les résidents n'y touchent plus,44277,,,Ouvriers_CPAS,,
